scenario,region,year,sector,value
Low Elas.,Reforming,2090,Agricultural labor,0.5620677635822331
Low Elas.,Reforming,2095,Agricultural labor,0.5325486530979896
Low Elas.,Reforming,2100,Agricultural labor,0.5031623124844251
Low Elas.,Rest of Asia,2015,Agricultural labor,1
Low Elas.,Rest of Asia,2020,Agricultural labor,0.9743108179838741
Low Elas.,Rest of Asia,2025,Agricultural labor,0.9341453637456186
Low Elas.,Rest of Asia,2030,Agricultural labor,0.8964544161296499
Low Elas.,Rest of Asia,2035,Agricultural labor,0.8741648259397988
Low Elas.,Rest of Asia,2040,Agricultural labor,0.8491158102962768
Low Elas.,Rest of Asia,2045,Agricultural labor,0.8292055809430874
Low Elas.,Rest of Asia,2050,Agricultural labor,0.8073362597782539
Low Elas.,Rest of Asia,2055,Agricultural labor,0.7751130678221966
Low Elas.,Rest of Asia,2060,Agricultural labor,0.739584447078182
Low Elas.,Rest of Asia,2065,Agricultural labor,0.7042697943937767
Low Elas.,Rest of Asia,2070,Agricultural labor,0.666597142569199
Low Elas.,Rest of Asia,2075,Agricultural labor,0.6293346871357112
Low Elas.,Rest of Asia,2080,Agricultural labor,0.5929521310267475
Low Elas.,Rest of Asia,2085,Agricultural labor,0.558253955837015
Low Elas.,Rest of Asia,2090,Agricultural labor,0.5244255892292043
Low Elas.,Rest of Asia,2095,Agricultural labor,0.4930368247782513
Low Elas.,Rest of Asia,2100,Agricultural labor,0.4631227792720968
Evolving,Africa,2015,Agricultural labor,1
Evolving,Africa,2020,Agricultural labor,1.0894795647129882
Evolving,Africa,2025,Agricultural labor,1.1600131901188115
Evolving,Africa,2030,Agricultural labor,1.1897584428338546
Evolving,Africa,2035,Agricultural labor,1.2276005584578427
Evolving,Africa,2040,Agricultural labor,1.2687755810015287
Evolving,Africa,2045,Agricultural labor,1.3165383963328634
Evolving,Africa,2050,Agricultural labor,1.3590710536651107
Evolving,Africa,2055,Agricultural labor,1.378218355436286
Evolving,Africa,2060,Agricultural labor,1.381593432768439
Evolving,Africa,2065,Agricultural labor,1.3731736610386298
Evolving,Africa,2070,Agricultural labor,1.3484726136905663
Evolving,Africa,2075,Agricultural labor,1.313033125609734
Evolving,Africa,2080,Agricultural labor,1.2665976674953248
Evolving,Africa,2085,Agricultural labor,1.213045049547138
Evolving,Africa,2090,Agricultural labor,1.1534556960605657
Evolving,Africa,2095,Agricultural labor,1.090770794167591
Evolving,Africa,2100,Agricultural labor,1.0261633751701582
Evolving,China,2015,Agricultural labor,1
Evolving,China,2020,Agricultural labor,0.8756678321471305
Evolving,China,2025,Agricultural labor,0.7882207252037404
Evolving,China,2030,Agricultural labor,0.7118893456146013
Evolving,China,2035,Agricultural labor,0.6445184041647135
Evolving,China,2040,Agricultural labor,0.586603285253499
Evolving,China,2045,Agricultural labor,0.5435268559703723
Evolving,China,2050,Agricultural labor,0.503941044369541
Evolving,China,2055,Agricultural labor,0.46306385444811826
Evolving,China,2060,Agricultural labor,0.42692272564471434
Evolving,China,2065,Agricultural labor,0.39457459700946895
Evolving,China,2070,Agricultural labor,0.3660121614657802
Evolving,China,2075,Agricultural labor,0.3397313258231495
Evolving,China,2080,Agricultural labor,0.3162944943703253
Evolving,China,2085,Agricultural labor,0.2946296978026872
Evolving,China,2090,Agricultural labor,0.27492556224577774
Evolving,China,2095,Agricultural labor,0.2571777584798282
Evolving,China,2100,Agricultural labor,0.24116455194389147
Evolving,Europe,2015,Agricultural labor,1
Evolving,Europe,2020,Agricultural labor,0.97275978874201
Evolving,Europe,2025,Agricultural labor,0.9481701654527909
Evolving,Europe,2030,Agricultural labor,0.9125802083384066
Evolving,Europe,2035,Agricultural labor,0.8802946309477353
Evolving,Europe,2040,Agricultural labor,0.8501958637454375
Evolving,Europe,2045,Agricultural labor,0.8253265759442453
Evolving,Europe,2050,Agricultural labor,0.7994527407272005
Evolving,Europe,2055,Agricultural labor,0.7716171689678513
Evolving,Europe,2060,Agricultural labor,0.7419099535884025
Evolving,Europe,2065,Agricultural labor,0.7125262630729556
Evolving,Europe,2070,Agricultural labor,0.6814384167708117
Evolving,Europe,2075,Agricultural labor,0.6493382781566903
Evolving,Europe,2080,Agricultural labor,0.6174204917215871
Evolving,Europe,2085,Agricultural labor,0.5865651156140653
Evolving,Europe,2090,Agricultural labor,0.5563969523525614
Evolving,Europe,2095,Agricultural labor,0.5276257259326471
Evolving,Europe,2100,Agricultural labor,0.49953278827934655
Evolving,South Asia,2015,Agricultural labor,1
Evolving,South Asia,2020,Agricultural labor,0.9668917311036759
Evolving,South Asia,2025,Agricultural labor,0.93069639357096
Evolving,South Asia,2030,Agricultural labor,0.9254787915145538
Evolving,South Asia,2035,Agricultural labor,0.9268052385999309
Evolving,South Asia,2040,Agricultural labor,0.9248912120049193
Evolving,South Asia,2045,Agricultural labor,0.9195086495401437
Evolving,South Asia,2050,Agricultural labor,0.9067716924675274
Evolving,South Asia,2055,Agricultural labor,0.8791598824188879
Evolving,South Asia,2060,Agricultural labor,0.8454785969221659
Evolving,South Asia,2065,Agricultural labor,0.8081839393788851
Evolving,South Asia,2070,Agricultural labor,0.7684707499269
Evolving,South Asia,2075,Agricultural labor,0.7285295669025427
Evolving,South Asia,2080,Agricultural labor,0.6888546997659781
Evolving,South Asia,2085,Agricultural labor,0.6503648136121913
Evolving,South Asia,2090,Agricultural labor,0.6130819080378958
Evolving,South Asia,2095,Agricultural labor,0.5775468346303636
Evolving,South Asia,2100,Agricultural labor,0.5436524161052578
Evolving,Latin America,2015,Agricultural labor,1
Evolving,Latin America,2020,Agricultural labor,1.0014607313704909
Evolving,Latin America,2025,Agricultural labor,0.9983163963313603
Evolving,Latin America,2030,Agricultural labor,0.9802279110612458
Evolving,Latin America,2035,Agricultural labor,0.961391337317207
Evolving,Latin America,2040,Agricultural labor,0.9448347979120214
Evolving,Latin America,2045,Agricultural labor,0.9345571385035394
Evolving,Latin America,2050,Agricultural labor,0.919808247850601
Evolving,Latin America,2055,Agricultural labor,0.8953546897995488
Evolving,Latin America,2060,Agricultural labor,0.8634283520112818
Evolving,Latin America,2065,Agricultural labor,0.8303009009521902
Evolving,Latin America,2070,Agricultural labor,0.7928250210331946
Evolving,Latin America,2075,Agricultural labor,0.7550029632225362
Evolving,Latin America,2080,Agricultural labor,0.7165102766737793
Evolving,Latin America,2085,Agricultural labor,0.6787041889381724
Evolving,Latin America,2090,Agricultural labor,0.6411621122256995
Evolving,Latin America,2095,Agricultural labor,0.6054876247060011
Evolving,Latin America,2100,Agricultural labor,0.5705337146673785
Evolving,Middle East,2015,Agricultural labor,1
Evolving,Middle East,2020,Agricultural labor,1.0365866716874697
Evolving,Middle East,2025,Agricultural labor,1.076369453021031
Evolving,Middle East,2030,Agricultural labor,1.1041685152814493
Evolving,Middle East,2035,Agricultural labor,1.1314946041385603
Evolving,Middle East,2040,Agricultural labor,1.1532328971044834
Evolving,Middle East,2045,Agricultural labor,1.1739436468225388
Evolving,Middle East,2050,Agricultural labor,1.1843865141789554
Evolving,Middle East,2055,Agricultural labor,1.1812950197668515
Evolving,Middle East,2060,Agricultural labor,1.168333703794923
Evolving,Middle East,2065,Agricultural labor,1.1484811825994412
Evolving,Middle East,2070,Agricultural labor,1.1172445866353922
Evolving,Middle East,2075,Agricultural labor,1.0809327195555114
Evolving,Middle East,2080,Agricultural labor,1.0402462854396213
Evolving,Middle East,2085,Agricultural labor,0.9989949901422355
Evolving,Middle East,2090,Agricultural labor,0.9554020263041718
Evolving,Middle East,2095,Agricultural labor,0.9106280076665505
Evolving,Middle East,2100,Agricultural labor,0.8641949516654596
Evolving,North America,2015,Agricultural labor,1
Evolving,North America,2020,Agricultural labor,0.991306224076476
Evolving,North America,2025,Agricultural labor,0.9890809699909714
Evolving,North America,2030,Agricultural labor,0.9718124516496035
Evolving,North America,2035,Agricultural labor,0.9592945453735648
Evolving,North America,2040,Agricultural labor,0.9533153920914268
Evolving,North America,2045,Agricultural labor,0.9594908453743678
Evolving,North America,2050,Agricultural labor,0.9626863623654157
Evolving,North America,2055,Agricultural labor,0.9570760009550137
Evolving,North America,2060,Agricultural labor,0.9454210094987564
Evolving,North America,2065,Agricultural labor,0.9333802698066012
Evolving,North America,2070,Agricultural labor,0.9137594348892514
Evolving,North America,2075,Agricultural labor,0.8899606004392412
Evolving,North America,2080,Agricultural labor,0.8637617189835073
Evolving,North America,2085,Agricultural labor,0.836704908103944
Evolving,North America,2090,Agricultural labor,0.8083613947713648
Evolving,North America,2095,Agricultural labor,0.7801093879232277
Evolving,North America,2100,Agricultural labor,0.7498199909026491
Evolving,Pacific OECD,2015,Agricultural labor,1
Evolving,Pacific OECD,2020,Agricultural labor,0.97839029672551725
Evolving,Pacific OECD,2025,Agricultural labor,0.9338152011992301
Evolving,Pacific OECD,2030,Agricultural labor,0.8798502079169344
Evolving,Pacific OECD,2035,Agricultural labor,0.831464387675469
Evolving,Pacific OECD,2040,Agricultural labor,0.7831562071989524
Evolving,Pacific OECD,2045,Agricultural labor,0.7432657855034254
Evolving,Pacific OECD,2050,Agricultural labor,0.7056462813657273
Evolving,Pacific OECD,2055,Agricultural labor,0.6700152744780944
Evolving,Pacific OECD,2060,Agricultural labor,0.633906308383784
Evolving,Pacific OECD,2065,Agricultural labor,0.5989746004544519
Evolving,Pacific OECD,2070,Agricultural labor,0.5649395126967686
Evolving,Pacific OECD,2075,Agricultural labor,0.5315949019575181
Evolving,Pacific OECD,2080,Agricultural labor,0.4995821128161465
Evolving,Pacific OECD,2085,Agricultural labor,0.46892363913485274
Evolving,Pacific OECD,2090,Agricultural labor,0.4393791064969879
Evolving,Pacific OECD,2095,Agricultural labor,0.4114506581611251
Evolving,Pacific OECD,2100,Agricultural labor,0.3844010762354364
Evolving,Reforming,2015,Agricultural labor,1
Evolving,Reforming,2020,Agricultural labor,1.0141655370404412
Evolving,Reforming,2025,Agricultural labor,0.994100177503501
Evolving,Reforming,2030,Agricultural labor,0.9562542266904851
Evolving,Reforming,2035,Agricultural labor,0.9257320836894943
Evolving,Reforming,2040,Agricultural labor,0.9007183956799136
Evolving,Reforming,2045,Agricultural labor,0.8834121995619851
Evolving,Reforming,2050,Agricultural labor,0.8663307961695509
Evolving,Reforming,2055,Agricultural labor,0.8408125817711162
Evolving,Reforming,2060,Agricultural labor,0.8109187714337258
Evolving,Reforming,2065,Agricultural labor,0.7796779330913299
Evolving,Reforming,2070,Agricultural labor,0.7450780629385985
Evolving,Reforming,2075,Agricultural labor,0.7107385437896488
Evolving,Reforming,2080,Agricultural labor,0.6754848036729361
Evolving,Reforming,2085,Agricultural labor,0.6414132561857286
Evolving,Reforming,2090,Agricultural labor,0.6080088447805462
Evolving,Reforming,2095,Agricultural labor,0.5768586519859173
Evolving,Reforming,2100,Agricultural labor,0.5472926805622296
Evolving,Rest of Asia,2015,Agricultural labor,1
Evolving,Rest of Asia,2020,Agricultural labor,0.9704041862238917
Evolving,Rest of Asia,2025,Agricultural labor,0.9272017814031515
Evolving,Rest of Asia,2030,Agricultural labor,0.8886101118943412
Evolving,Rest of Asia,2035,Agricultural labor,0.8665553749319848
Evolving,Rest of Asia,2040,Agricultural labor,0.8452801465039346
Evolving,Rest of Asia,2045,Agricultural labor,0.8294033446750163
Evolving,Rest of Asia,2050,Agricultural labor,0.8121573406105038
Evolving,Rest of Asia,2055,Agricultural labor,0.7819639588852912
Evolving,Rest of Asia,2060,Agricultural labor,0.7480238736917553
Evolving,Rest of Asia,2065,Agricultural labor,0.7135360874301306
Evolving,Rest of Asia,2070,Agricultural labor,0.6764176162657067
Evolving,Rest of Asia,2075,Agricultural labor,0.6393140075520758
Evolving,Rest of Asia,2080,Agricultural labor,0.6029505244287272
Evolving,Rest of Asia,2085,Agricultural labor,0.5679315367355755
Evolving,Rest of Asia,2090,Agricultural labor,0.5345686104235273
Evolving,Rest of Asia,2095,Agricultural labor,0.503286472461652
Evolving,Rest of Asia,2100,Agricultural labor,0.4735366256934182
Low transition,Africa,2015,Agricultural labor,1
Low transition,Africa,2020,Agricultural labor,1.0894795647129882
Low transition,Africa,2025,Agricultural labor,1.1673342591280393
Low transition,Africa,2030,Agricultural labor,1.2059013041019522
Low transition,Africa,2035,Agricultural labor,1.252601460760022
Low transition,Africa,2040,Agricultural labor,1.3031703078163732
Low transition,Africa,2045,Agricultural labor,1.3613860150040622
Low transition,Africa,2050,Agricultural labor,1.4150106163137606
Low transition,Africa,2055,Agricultural labor,1.441818301366015
Low transition,Africa,2060,Agricultural labor,1.4505942354549493
Low transition,Africa,2065,Agricultural labor,1.4443811405151006
Low transition,Africa,2070,Agricultural labor,1.419175311209621
Low transition,Africa,2075,Agricultural labor,1.380945095191904
Low transition,Africa,2080,Agricultural labor,1.3302054614785463
Low transition,Africa,2085,Agricultural labor,1.270808922538079
Low transition,Africa,2090,Agricultural labor,1.20539354904145
Low transition,Africa,2095,Agricultural labor,1.1369542808183057
Low transition,Africa,2100,Agricultural labor,1.0672118060829803
Low transition,China,2015,Agricultural labor,1
Low transition,China,2020,Agricultural labor,0.8756678321471305
Low transition,China,2025,Agricultural labor,0.7886698866665751
Low transition,China,2030,Agricultural labor,0.7126257605666028
Low transition,China,2035,Agricultural labor,0.6453871598532751
Low transition,China,2040,Agricultural labor,0.587529034327951
Low transition,China,2045,Agricultural labor,0.5446849569143271
Low transition,China,2050,Agricultural labor,0.5053261867892825
Low transition,China,2055,Agricultural labor,0.4647906255593263
Low transition,China,2060,Agricultural labor,0.42912483300356125
Low transition,China,2065,Agricultural labor,0.39741930445910834
Low transition,China,2070,Agricultural labor,0.3696919957671698
Low transition,China,2075,Agricultural labor,0.34428279614149554
Low transition,China,2080,Agricultural labor,0.3218924330786703
Low transition,China,2085,Agricultural labor,0.30141992674877033
Low transition,China,2090,Agricultural labor,0.2831742377799259
Low transition,China,2095,Agricultural labor,0.2669839909070891
Low transition,China,2100,Agricultural labor,0.2525677041489882
Low transition,Europe,2015,Agricultural labor,1
Low transition,Europe,2020,Agricultural labor,0.97275978874201
Low transition,Europe,2025,Agricultural labor,0.9481659731441783
Low transition,Europe,2030,Agricultural labor,0.9120432671436743
Low transition,Europe,2035,Agricultural labor,0.8789313447306261
Low transition,Europe,2040,Agricultural labor,0.848055221963003
Low transition,Europe,2045,Agricultural labor,0.8226663947210574
Low transition,Europe,2050,Agricultural labor,0.7964829154432108
Low transition,Europe,2055,Agricultural labor,0.7689171237097827
Low transition,Europe,2060,Agricultural labor,0.7395401675329011
Low transition,Europe,2065,Agricultural labor,0.7106627038727575
Low transition,Europe,2070,Agricultural labor,0.6804433124421044
Low transition,Europe,2075,Agricultural labor,0.6493221541261418
Low transition,Europe,2080,Agricultural labor,0.6187862129732742
Low transition,Europe,2085,Agricultural labor,0.5892466916253248
Low transition,Europe,2090,Agricultural labor,0.560065944858216
Low transition,Europe,2095,Agricultural labor,0.5319640459028162
Low transition,Europe,2100,Agricultural labor,0.5044519258118241
Low transition,South Asia,2015,Agricultural labor,1
Low transition,South Asia,2020,Agricultural labor,0.9668917311036759
Low transition,South Asia,2025,Agricultural labor,0.9320067661713352
Low transition,South Asia,2030,Agricultural labor,0.928013934066573
Low transition,South Asia,2035,Agricultural labor,0.9304038700101193
Low transition,South Asia,2040,Agricultural labor,0.9294943301249711
Low transition,South Asia,2045,Agricultural labor,0.9252501119418334
Low transition,South Asia,2050,Agricultural labor,0.9140134476605553
Low transition,South Asia,2055,Agricultural labor,0.8871281535212212
Low transition,South Asia,2060,Agricultural labor,0.8544604685571332
Low transition,South Asia,2065,Agricultural labor,0.8183039932044923
Low transition,South Asia,2070,Agricultural labor,0.7798867852896294
Low transition,South Asia,2075,Agricultural labor,0.7411650124663814
Low transition,South Asia,2080,Agricultural labor,0.7027475563424079
Low transition,South Asia,2085,Agricultural labor,0.6653956157222279
Low transition,South Asia,2090,Agricultural labor,0.6293055319615747
Low transition,South Asia,2095,Agricultural labor,0.5947524358487305
Low transition,South Asia,2100,Agricultural labor,0.561740957453678
Low transition,Latin America,2015,Agricultural labor,1
Low transition,Latin America,2020,Agricultural labor,1.0014607313704909
Low transition,Latin America,2025,Agricultural labor,1.0063851453607269
Low transition,Latin America,2030,Agricultural labor,0.9967077513454475
Low transition,Latin America,2035,Agricultural labor,0.9857825304811374
Low transition,Latin America,2040,Agricultural labor,0.9773173450204719
Low transition,Latin America,2045,Agricultural labor,0.975516307435922
Low transition,Latin America,2050,Agricultural labor,0.9699728065936822
Low transition,Latin America,2055,Agricultural labor,0.9534902759245483
Low transition,Latin America,2060,Agricultural labor,0.9284259419890191
Low transition,Latin America,2065,Agricultural labor,0.9009467728410586
Low transition,Latin America,2070,Agricultural labor,0.8678223782179846
Low transition,Latin America,2075,Agricultural labor,0.8331195716453246
Low transition,Latin America,2080,Agricultural labor,0.7969682894266407
Low transition,Latin America,2085,Agricultural labor,0.7603347409362783
Low transition,Latin America,2090,Agricultural labor,0.7233124646925994
Low transition,Latin America,2095,Agricultural labor,0.6871646762000405
Low transition,Latin America,2100,Agricultural labor,0.651134652125176
Low transition,Middle East,2015,Agricultural labor,1
Low transition,Middle East,2020,Agricultural labor,1.0365866716874697
Low transition,Middle East,2025,Agricultural labor,1.0850165310971989
Low transition,Middle East,2030,Agricultural labor,1.1232290713710915
Low transition,Middle East,2035,Agricultural labor,1.160774296831346
Low transition,Middle East,2040,Agricultural labor,1.193203248893544
Low transition,Middle East,2045,Agricultural labor,1.2261191567876593
Low transition,Middle East,2050,Agricultural labor,1.2500792804675565
Low transition,Middle East,2055,Agricultural labor,1.2590682982039356
Low transition,Middle East,2060,Agricultural labor,1.2576586828842813
Low transition,Middle East,2065,Agricultural labor,1.2456212444543178
Low transition,Middle East,2070,Agricultural labor,1.220710268441712
Low transition,Middle East,2075,Agricultural labor,1.1906195613707036
Low transition,Middle East,2080,Agricultural labor,1.1551086131393282
Low transition,Middle East,2085,Agricultural labor,1.115727882072874
Low transition,Middle East,2090,Agricultural labor,1.073861657042474
Low transition,Middle East,2095,Agricultural labor,1.0286037069602505
Low transition,Middle East,2100,Agricultural labor,0.9794858625224342
Low transition,North America,2015,Agricultural labor,1
Low transition,North America,2020,Agricultural labor,0.991306224076476
Low transition,North America,2025,Agricultural labor,0.9800578249630079
Low transition,North America,2030,Agricultural labor,0.952769825005367
Low transition,North America,2035,Agricultural labor,0.9302479668186486
Low transition,North America,2040,Agricultural labor,0.9134154326444738
Low transition,North America,2045,Agricultural labor,0.9072424735167416
Low transition,North America,2050,Agricultural labor,0.8971688908078542
Low transition,North America,2055,Agricultural labor,0.880064945110215
Low transition,North America,2060,Agricultural labor,0.8574255075806587
Low transition,North America,2065,Agricultural labor,0.8349320330884703
Low transition,North America,2070,Agricultural labor,0.8057133351052775
Low transition,North America,2075,Agricultural labor,0.7734005458543628
Low transition,North America,2080,Agricultural labor,0.7387725076004064
Low transition,North America,2085,Agricultural labor,0.7044563853846687
Low transition,North America,2090,Agricultural labor,0.6697300564250185
Low transition,North America,2095,Agricultural labor,0.6364203281357054
Low transition,North America,2100,Agricultural labor,0.6020368218406006
Low transition,Pacific OECD,2015,Agricultural labor,1
Low transition,Pacific OECD,2020,Agricultural labor,0.97839029672551725
Low transition,Pacific OECD,2025,Agricultural labor,0.9290544921445261
Low transition,Pacific OECD,2030,Agricultural labor,0.8699714830277279
Low transition,Pacific OECD,2035,Agricultural labor,0.8167667755326848
Low transition,Pacific OECD,2040,Agricultural labor,0.7638559325823528
Low transition,Pacific OECD,2045,Agricultural labor,0.7190099490730725
Low transition,Pacific OECD,2050,Agricultural labor,0.676220365958063
Low transition,Pacific OECD,2055,Agricultural labor,0.6359267518081109
Low transition,Pacific OECD,2060,Agricultural labor,0.5952007867856025
Low transition,Pacific OECD,2065,Agricultural labor,0.5560512497690119
Low transition,Pacific OECD,2070,Agricultural labor,0.5176252483324136
Low transition,Pacific OECD,2075,Agricultural labor,0.48034339376144763
Low transition,Pacific OECD,2080,Agricultural labor,0.4447431979298292
Low transition,Pacific OECD,2085,Agricultural labor,0.4113959215231514
Low transition,Pacific OECD,2090,Agricultural labor,0.37952757499929807
Low transition,Pacific OECD,2095,Agricultural labor,0.34992470085089133
Low transition,Pacific OECD,2100,Agricultural labor,0.32169484048620683
Low transition,Reforming,2015,Agricultural labor,1
Low transition,Reforming,2020,Agricultural labor,1.0141655370404412
Low transition,Reforming,2025,Agricultural labor,0.9976273172701339
Low transition,Reforming,2030,Agricultural labor,0.9627803347524333
Low transition,Reforming,2035,Agricultural labor,0.9348579747727251
Low transition,Reforming,2040,Agricultural labor,0.9127870041359017
Low transition,Reforming,2045,Agricultural labor,0.8989904937907683
Low transition,Reforming,2050,Agricultural labor,0.8859552960744025
Low transition,Reforming,2055,Agricultural labor,0.8645098225470897
Low transition,Reforming,2060,Agricultural labor,0.8385928868214241
Low transition,Reforming,2065,Agricultural labor,0.8114117729692639
Low transition,Reforming,2070,Agricultural labor,0.780830167208318
Low transition,Reforming,2075,Agricultural labor,0.7505424609210892
Low transition,Reforming,2080,Agricultural labor,0.7190855032328469
Low transition,Reforming,2085,Agricultural labor,0.6882205526916404
Low transition,Reforming,2090,Agricultural labor,0.65757619406067
Low transition,Reforming,2095,Agricultural labor,0.62851036740833
Low transition,Reforming,2100,Agricultural labor,0.6009693549208732
Low transition,Rest of Asia,2015,Agricultural labor,1
Low transition,Rest of Asia,2020,Agricultural labor,0.9704041862238917
Low transition,Rest of Asia,2025,Agricultural labor,0.9286338561915497
Low transition,Rest of Asia,2030,Agricultural labor,0.8913596622881531
Low transition,Rest of Asia,2035,Agricultural labor,0.8705970336308415
Low transition,Rest of Asia,2040,Agricultural labor,0.8513065406197914
Low transition,Rest of Asia,2045,Agricultural labor,0.837519487197725
Low transition,Rest of Asia,2050,Agricultural labor,0.8226551813478276
Low transition,Rest of Asia,2055,Agricultural labor,0.7942966621547272
Low transition,Rest of Asia,2060,Agricultural labor,0.7620643792614114
Low transition,Rest of Asia,2065,Agricultural labor,0.7290983940893662
Low transition,Rest of Asia,2070,Agricultural labor,0.6933416199491618
Low transition,Rest of Asia,2075,Agricultural labor,0.657403406723791
Low transition,Rest of Asia,2080,Agricultural labor,0.622242543424157
Low transition,Rest of Asia,2085,Agricultural labor,0.5882273759391932
Low transition,Rest of Asia,2090,Agricultural labor,0.5557147507751359
Low transition,Rest of Asia,2095,Agricultural labor,0.5249415452063156
Low transition,Rest of Asia,2100,Agricultural labor,0.49553280425556084
High transition,Africa,2015,Agricultural labor,1
High transition,Africa,2020,Agricultural labor,1.0894795647129882
High transition,Africa,2025,Agricultural labor,1.1526546718001216
High transition,Africa,2030,Agricultural labor,1.1738172535815372
High transition,Africa,2035,Agricultural labor,1.2032796748310124
High transition,Africa,2040,Agricultural labor,1.235412934298093
High transition,Africa,2045,Agricultural labor,1.2732675081745892
High transition,Africa,2050,Agricultural labor,1.30529647542043
High transition,Africa,2055,Agricultural labor,1.3171634087045097
High transition,Africa,2060,Agricultural labor,1.315406632527803
High transition,Africa,2065,Agricultural labor,1.3037846979852359
High transition,Africa,2070,Agricultural labor,1.2776986150679779
High transition,Africa,2075,Agricultural labor,1.2429038086852269
High transition,Africa,2080,Agricultural labor,1.1986268531570203
High transition,Africa,2085,Agricultural labor,1.1486827274278568
High transition,Africa,2090,Agricultural labor,1.0934694294346632
High transition,Africa,2095,Agricultural labor,1.0359243073527018
High transition,Africa,2100,Agricultural labor,0.9764116221872513
High transition,China,2015,Agricultural labor,1
High transition,China,2020,Agricultural labor,0.8756678321471305
High transition,China,2025,Agricultural labor,0.7877014693286996
High transition,China,2030,Agricultural labor,0.7110431079390576
High transition,China,2035,Agricultural labor,0.6435698957849686
High transition,China,2040,Agricultural labor,0.5856119354736123
High transition,China,2045,Agricultural labor,0.5424849752285641
High transition,China,2050,Agricultural labor,0.5028588880417268
High transition,China,2055,Agricultural labor,0.4618853239831397
High transition,China,2060,Agricultural labor,0.4255630542559564
High transition,China,2065,Agricultural labor,0.39297040447626663
High transition,China,2070,Agricultural labor,0.3641345645906181
High transition,China,2075,Agricultural labor,0.3375715974089454
High transition,China,2080,Agricultural labor,0.31373028593318725
High transition,China,2085,Agricultural labor,0.2914379975260746
High transition,China,2090,Agricultural labor,0.27102634207434234
High transition,China,2095,Agricultural labor,0.25235745242509167
High transition,China,2100,Agricultural labor,0.23498557296152145
High transition,Europe,2015,Agricultural labor,1
High transition,Europe,2020,Agricultural labor,0.97275978874201
High transition,Europe,2025,Agricultural labor,0.9485637333471368
High transition,Europe,2030,Agricultural labor,0.9139123316185318
High transition,Europe,2035,Agricultural labor,0.8828054705084177
High transition,Europe,2040,Agricultural labor,0.8539278123480875
High transition,Europe,2045,Agricultural labor,0.830130861111384
High transition,Europe,2050,Agricultural labor,0.8051179226611682
High transition,Europe,2055,Agricultural labor,0.7775531714407028
High transition,Europe,2060,Agricultural labor,0.7476686466901653
High transition,Europe,2065,Agricultural labor,0.7181249148139844
High transition,Europe,2070,Agricultural labor,0.6869080473174075
High transition,Europe,2075,Agricultural labor,0.6544030247724162
High transition,Europe,2080,Agricultural labor,0.6218107180311213
High transition,Europe,2085,Agricultural labor,0.5901425169625046
High transition,Europe,2090,Agricultural labor,0.5591136775764041
High transition,Europe,2095,Agricultural labor,0.5295967252869392
High transition,Europe,2100,Agricultural labor,0.5005110523037148
High transition,South Asia,2015,Agricultural labor,1
High transition,South Asia,2020,Agricultural labor,0.9668917311036759
High transition,South Asia,2025,Agricultural labor,0.929388045706427
High transition,South Asia,2030,Agricultural labor,0.922920264489006
High transition,South Asia,2035,Agricultural labor,0.9230994593308561
High transition,South Asia,2040,Agricultural labor,0.9199715030747562
High transition,South Asia,2045,Agricultural labor,0.9129075084590877
High transition,South Asia,2050,Agricultural labor,0.8985989792406097
High transition,South Asia,2055,Agricultural labor,0.8697728702799176
High transition,South Asia,2060,Agricultural labor,0.8343474667244765
High transition,South Asia,2065,Agricultural labor,0.7955716446060341
High transition,South Asia,2070,Agricultural labor,0.7543169995227785
High transition,South Asia,2075,Agricultural labor,0.7128023872318642
High transition,South Asia,2080,Agricultural labor,0.6715159092881454
High transition,South Asia,2085,Agricultural labor,0.6313721639704346
High transition,South Asia,2090,Agricultural labor,0.5926619953072932
High transition,South Asia,2095,Agricultural labor,0.5558770756550377
High transition,South Asia,2100,Agricultural labor,0.5207087546196609
High transition,Latin America,2015,Agricultural labor,1
High transition,Latin America,2020,Agricultural labor,1.0014607313704909
High transition,Latin America,2025,Agricultural labor,0.9905301987775288
High transition,Latin America,2030,Agricultural labor,0.9645137701006024
High transition,Latin America,2035,Agricultural labor,0.9382602450757754
High transition,Latin America,2040,Agricultural labor,0.9144089535100898
High transition,Latin America,2045,Agricultural labor,0.8964337919660319
High transition,Latin America,2050,Agricultural labor,0.8737200455047649
High transition,Latin America,2055,Agricultural labor,0.8432418195043291
High transition,Latin America,2060,Agricultural labor,0.8063215025516454
High transition,Latin America,2065,Agricultural labor,0.7690245769432265
High transition,Latin America,2070,Agricultural labor,0.728370889184325
High transition,Latin America,2075,Agricultural labor,0.6880540493021803
High transition,Latin America,2080,Agricultural labor,0.6475968111654389
High transition,Latin America,2085,Agricultural labor,0.6087125682892106
High transition,Latin America,2090,Agricultural labor,0.5701960177416419
High transition,Latin America,2095,Agricultural labor,0.5335811468857709
High transition,Latin America,2100,Agricultural labor,0.4975191980492588
High transition,Middle East,2015,Agricultural labor,1
High transition,Middle East,2020,Agricultural labor,1.0365866716874697
High transition,Middle East,2025,Agricultural labor,1.069843972676763
High transition,Middle East,2030,Agricultural labor,1.08986183612756
High transition,Middle East,2035,Agricultural labor,1.1097081293232054
High transition,Middle East,2040,Agricultural labor,1.123667161979796
High transition,Middle East,2045,Agricultural labor,1.1361419949314648
