scenario,year,sector,value,region
High Elas.,2055,Livestock,0.3465421030817218,Latin America
High Elas.,2055,Staple crops,0.05758039115836247,Latin America
High Elas.,2055,Livestock,0.5570965281816507,Middle East
High Elas.,2055,Staple crops,0.1063919079438193,Middle East
High Elas.,2055,Livestock,0.31979082815841686,North America
High Elas.,2055,Staple crops,0.04522763565933697,North America
High Elas.,2055,Livestock,0.4852551506561719,Pacific OECD
High Elas.,2055,Staple crops,0.127647893217066,Pacific OECD
High Elas.,2055,Livestock,0.23378728894200912,Reforming
High Elas.,2055,Staple crops,0.03741503204275515,Reforming
High Elas.,2055,Livestock,0.5499301861795138,Rest of Asia
High Elas.,2055,Staple crops,0.07832694483385304,Rest of Asia
High Elas.,2060,Livestock,0.7796635483633674,Africa
High Elas.,2060,Staple crops,0.07051469667086177,Africa
High Elas.,2060,Livestock,0.6514688487951946,China
High Elas.,2060,Staple crops,0.0873554440516907,China
High Elas.,2060,Livestock,0.2401940637698506,Europe
High Elas.,2060,Staple crops,0.05047242812919867,Europe
High Elas.,2060,Livestock,0.13286284421517155,South Asia
High Elas.,2060,Staple crops,0.08229815817412528,South Asia
High Elas.,2060,Livestock,0.3503521043413397,Latin America
High Elas.,2060,Staple crops,0.05738110220374659,Latin America
High Elas.,2060,Livestock,0.5618376352540538,Middle East
High Elas.,2060,Staple crops,0.10636448599907444,Middle East
High Elas.,2060,Livestock,0.3222200687492304,North America
High Elas.,2060,Staple crops,0.04525008056650324,North America
High Elas.,2060,Livestock,0.47207538864458803,Pacific OECD
High Elas.,2060,Staple crops,0.12279776429377325,Pacific OECD
High Elas.,2060,Livestock,0.23549453726027167,Reforming
High Elas.,2060,Staple crops,0.03730638541374356,Reforming
High Elas.,2060,Livestock,0.5539365606418959,Rest of Asia
High Elas.,2060,Staple crops,0.07799053517141295,Rest of Asia
High Elas.,2065,Livestock,0.8094967520523031,Africa
High Elas.,2065,Staple crops,0.07010931425588013,Africa
High Elas.,2065,Livestock,0.6471412789674131,China
High Elas.,2065,Staple crops,0.08522885016191202,China
High Elas.,2065,Livestock,0.24066965116210978,Europe
High Elas.,2065,Staple crops,0.05036554731912487,Europe
High Elas.,2065,Livestock,0.13704980291440666,South Asia
High Elas.,2065,Staple crops,0.08438255267968024,South Asia
High Elas.,2065,Livestock,0.3535450383788262,Latin America
High Elas.,2065,Staple crops,0.05707340422462405,Latin America
High Elas.,2065,Livestock,0.566581065164491,Middle East
High Elas.,2065,Staple crops,0.10629774636457194,Middle East
High Elas.,2065,Livestock,0.32429157405814624,North America
High Elas.,2065,Staple crops,0.04521025225236157,North America
High Elas.,2065,Livestock,0.45874946487332446,Pacific OECD
High Elas.,2065,Staple crops,0.11799660182298262,Pacific OECD
High Elas.,2065,Livestock,0.23697515995147606,Reforming
High Elas.,2065,Staple crops,0.037149762107542256,Reforming
High Elas.,2065,Livestock,0.5560934324188579,Rest of Asia
High Elas.,2065,Staple crops,0.07735992017291128,Rest of Asia
High Elas.,2070,Livestock,0.8360534782796797,Africa
High Elas.,2070,Staple crops,0.06972943469721804,Africa
High Elas.,2070,Livestock,0.6422807176381563,China
High Elas.,2070,Staple crops,0.08322478475186813,China
High Elas.,2070,Livestock,0.2409010042177765,Europe
High Elas.,2070,Staple crops,0.0501652601664254,Europe
High Elas.,2070,Livestock,0.14034993293977394,South Asia
High Elas.,2070,Staple crops,0.08582006139141667,South Asia
High Elas.,2070,Livestock,0.3562284793794785,Latin America
High Elas.,2070,Staple crops,0.05668933453801455,Latin America
High Elas.,2070,Livestock,0.5713505581836836,Middle East
High Elas.,2070,Staple crops,0.10627256973510447,Middle East
High Elas.,2070,Livestock,0.32621267243835195,North America
High Elas.,2070,Staple crops,0.04512319079245457,North America
High Elas.,2070,Livestock,0.4458501982308093,Pacific OECD
High Elas.,2070,Staple crops,0.11359687563364816,Pacific OECD
High Elas.,2070,Livestock,0.23820720052913677,Reforming
High Elas.,2070,Staple crops,0.03691063087452687,Reforming
High Elas.,2070,Livestock,0.5566026605111285,Rest of Asia
High Elas.,2070,Staple crops,0.07655277529025944,Rest of Asia
High Elas.,2075,Livestock,0.8583727345629681,Africa
High Elas.,2075,Staple crops,0.06925499030149368,Africa
High Elas.,2075,Livestock,0.6355488164378338,China
High Elas.,2075,Staple crops,0.08106398828593157,China
High Elas.,2075,Livestock,0.24039049885936473,Europe
High Elas.,2075,Staple crops,0.0497405092306189,Europe
High Elas.,2075,Livestock,0.1426035405095076,South Asia
High Elas.,2075,Staple crops,0.0865878005757358,South Asia
High Elas.,2075,Livestock,0.3580509032971083,Latin America
High Elas.,2075,Staple crops,0.05616817589698473,Latin America
High Elas.,2075,Livestock,0.5750809344158246,Middle East
High Elas.,2075,Staple crops,0.10595892137753089,Middle East
High Elas.,2075,Livestock,0.32747454958326955,North America
High Elas.,2075,Staple crops,0.044922218985347685,North America
High Elas.,2075,Livestock,0.4331264778530813,Pacific OECD
High Elas.,2075,Staple crops,0.10919374748709748,Pacific OECD
High Elas.,2075,Livestock,0.23886400461109858,Reforming
High Elas.,2075,Staple crops,0.03649816373850556,Reforming
High Elas.,2075,Livestock,0.5550882168260164,Rest of Asia
High Elas.,2075,Staple crops,0.07549858349474237,Rest of Asia
High Elas.,2080,Livestock,0.8774384624442995,Africa
High Elas.,2080,Staple crops,0.06885356214957115,Africa
High Elas.,2080,Livestock,0.628849231491964,China
High Elas.,2080,Staple crops,0.07912180616878285,China
High Elas.,2080,Livestock,0.23991755229070016,Europe
High Elas.,2080,Staple crops,0.0493871794981687,Europe
High Elas.,2080,Livestock,0.14418718193166816,South Asia
High Elas.,2080,Staple crops,0.08687129814217469,South Asia
High Elas.,2080,Livestock,0.35959139649286187,Latin America
High Elas.,2080,Staple crops,0.05566431989804758,Latin America
High Elas.,2080,Livestock,0.579005800382299,Middle East
High Elas.,2080,Staple crops,0.10546663059532019,Middle East
High Elas.,2080,Livestock,0.32860596221051735,North America
High Elas.,2080,Staple crops,0.04474764004062597,North America
High Elas.,2080,Livestock,0.4213639576891889,Pacific OECD
High Elas.,2080,Staple crops,0.10522132634540515,Pacific OECD
High Elas.,2080,Livestock,0.2393751082424459,Reforming
High Elas.,2080,Staple crops,0.036063318801050966,Reforming
High Elas.,2080,Livestock,0.5529411250943939,Rest of Asia
High Elas.,2080,Staple crops,0.07442393808233062,Rest of Asia
High Elas.,2085,Livestock,0.8919230862094185,Africa
High Elas.,2085,Staple crops,0.06840680955145088,Africa
High Elas.,2085,Livestock,0.6212761871514977,China
High Elas.,2085,Staple crops,0.07715803479657485,China
High Elas.,2085,Livestock,0.23899676925145627,Europe
High Elas.,2085,Staple crops,0.04890509156684887,Europe
High Elas.,2085,Livestock,0.14479508671172583,South Asia
High Elas.,2085,Staple crops,0.08653073870015608,South Asia
High Elas.,2085,Livestock,0.3602744357100558,Latin America
High Elas.,2085,Staple crops,0.05506163999605881,Latin America
High Elas.,2085,Livestock,0.581303292621843,Middle East
High Elas.,2085,Staple crops,0.10455627638211354,Middle East
High Elas.,2085,Livestock,0.32897985562586834,North America
High Elas.,2085,Staple crops,0.044485907820102866,North America
High Elas.,2085,Livestock,0.41009934219190736,Pacific OECD
High Elas.,2085,Staple crops,0.10130320172028026,Pacific OECD
High Elas.,2085,Livestock,0.23948960711898912,Reforming
High Elas.,2085,Staple crops,0.03555195934905283,Reforming
High Elas.,2085,Livestock,0.5493455730394237,Rest of Asia
High Elas.,2085,Staple crops,0.07320522890946135,Rest of Asia
High Elas.,2090,Livestock,0.9036450411831121,Africa
High Elas.,2090,Staple crops,0.06802655193345919,Africa
High Elas.,2090,Livestock,0.6141122197758293,China
High Elas.,2090,Staple crops,0.07540181930635667,China
High Elas.,2090,Livestock,0.2380305465515483,Europe
High Elas.,2090,Staple crops,0.04843029103940786,Europe
High Elas.,2090,Livestock,0.1448368950897276,South Asia
High Elas.,2090,Staple crops,0.08583044830378561,South Asia
High Elas.,2090,Livestock,0.3606323647299461,Latin America
High Elas.,2090,Staple crops,0.05446635782901956,Latin America
High Elas.,2090,Livestock,0.5830190283524659,Middle East
High Elas.,2090,Staple crops,0.10383867825925859,Middle East
High Elas.,2090,Livestock,0.3290785974711986,North America
High Elas.,2090,Staple crops,0.044217436449834197,North America
High Elas.,2090,Livestock,0.3999036893710642,Pacific OECD
High Elas.,2090,Staple crops,0.09775291359854617,Pacific OECD
High Elas.,2090,Livestock,0.23956507560280224,Reforming
High Elas.,2090,Staple crops,0.03509606350455898,Reforming
High Elas.,2090,Livestock,0.545423940398981,Rest of Asia
High Elas.,2090,Staple crops,0.07199861868627251,Rest of Asia
High Elas.,2095,Livestock,0.9121200106746923,Africa
High Elas.,2095,Staple crops,0.06764502070099065,Africa
High Elas.,2095,Livestock,0.6067548015078713,China
High Elas.,2095,Staple crops,0.07372877435683349,China
High Elas.,2095,Livestock,0.23679068083843022,Europe
High Elas.,2095,Staple crops,0.04791647320055833,Europe
High Elas.,2095,Livestock,0.14425264235966312,South Asia
High Elas.,2095,Staple crops,0.08475134526470172,South Asia
High Elas.,2095,Livestock,0.3603182123075535,Latin America
High Elas.,2095,Staple crops,0.05383605691614643,Latin America
High Elas.,2095,Livestock,0.5833484408972023,Middle East
High Elas.,2095,Staple crops,0.10298835606032036,Middle East
High Elas.,2095,Livestock,0.3286486290333158,North America
High Elas.,2095,Staple crops,0.04392501375688891,North America
High Elas.,2095,Livestock,0.390525580549072,Pacific OECD
High Elas.,2095,Staple crops,0.0943928068786299,Pacific OECD
High Elas.,2095,Livestock,0.2393853396237875,Reforming
High Elas.,2095,Staple crops,0.03464622522693973,Reforming
High Elas.,2095,Livestock,0.5406580951102744,Rest of Asia
High Elas.,2095,Staple crops,0.07073119192646213,Rest of Asia
High Elas.,2100,Livestock,0.9177554533539849,Africa
High Elas.,2100,Staple crops,0.067288802167418435,Africa
High Elas.,2100,Livestock,0.5996494925191621,China
High Elas.,2100,Staple crops,0.07219509594741128,China
High Elas.,2100,Livestock,0.23547075105849602,Europe
High Elas.,2100,Staple crops,0.04739321782689251,Europe
High Elas.,2100,Livestock,0.1432796528253786,South Asia
High Elas.,2100,Staple crops,0.08345513754174352,South Asia
High Elas.,2100,Livestock,0.3595609404144446,Latin America
High Elas.,2100,Staple crops,0.05319619094482961,Latin America
High Elas.,2100,Livestock,0.5828761775053887,Middle East
High Elas.,2100,Staple crops,0.10199244430712524,Middle East
High Elas.,2100,Livestock,0.32793020900388403,North America
High Elas.,2100,Staple crops,0.04364982472432984,North America
High Elas.,2100,Livestock,0.38184952312789455,Pacific OECD
High Elas.,2100,Staple crops,0.09136385155676995,Pacific OECD
High Elas.,2100,Livestock,0.23899352273777238,Reforming
High Elas.,2100,Staple crops,0.03419092524236039,Reforming
High Elas.,2100,Livestock,0.5354954919756622,Rest of Asia
High Elas.,2100,Staple crops,0.06947923867947312,Rest of Asia
Low Elas.,2015,Livestock,0.5268083523247661,Africa
Low Elas.,2015,Staple crops,0.08568275602107445,Africa
Low Elas.,2015,Livestock,0.7049500754945836,China
Low Elas.,2015,Staple crops,0.12625635966892637,China
Low Elas.,2015,Livestock,0.23245603123144673,Europe
Low Elas.,2015,Staple crops,0.052133579307391875,Europe
Low Elas.,2015,Livestock,0.09532720487656005,South Asia
Low Elas.,2015,Staple crops,0.07195698601990055,South Asia
Low Elas.,2015,Livestock,0.31967077282399,Latin America
Low Elas.,2015,Staple crops,0.061543817275822,Latin America
Low Elas.,2015,Livestock,0.5454182645650821,Middle East
Low Elas.,2015,Staple crops,0.11547881243985701,Middle East
Low Elas.,2015,Livestock,0.3013034370505644,North America
Low Elas.,2015,Staple crops,0.04565615307973665,North America
Low Elas.,2015,Livestock,0.5792748245378182,Pacific OECD
Low Elas.,2015,Staple crops,0.19304742443181397,Pacific OECD
Low Elas.,2015,Livestock,0.23091360302030053,Reforming
Low Elas.,2015,Staple crops,0.043439523448292196,Reforming
Low Elas.,2015,Livestock,0.5191696215366934,Rest of Asia
Low Elas.,2015,Staple crops,0.09228640840668331,Rest of Asia
Low Elas.,2020,Livestock,0.5422954783975757,Africa
Low Elas.,2020,Staple crops,0.0850134121044517,Africa
Low Elas.,2020,Livestock,0.6878312606181439,China
Low Elas.,2020,Staple crops,0.11379121393410878,China
Low Elas.,2020,Livestock,0.23287165494925535,Europe
Low Elas.,2020,Staple crops,0.05148916660695895,Europe
Low Elas.,2020,Livestock,0.09761351143661429,South Asia
Low Elas.,2020,Staple crops,0.06947848327328326,South Asia
Low Elas.,2020,Livestock,0.3186682698313347,Latin America
Low Elas.,2020,Staple crops,0.06135430075815163,Latin America
Low Elas.,2020,Livestock,0.5476777309493424,Middle East
Low Elas.,2020,Staple crops,0.11538115051961659,Middle East
Low Elas.,2020,Livestock,0.30243813021081545,North America
Low Elas.,2020,Staple crops,0.04527707217657116,North America
Low Elas.,2020,Livestock,0.5717701134210915,Pacific OECD
Low Elas.,2020,Staple crops,0.1759184456162718,Pacific OECD
Low Elas.,2020,Livestock,0.22866660657370444,Reforming
Low Elas.,2020,Staple crops,0.04149833470419666,Reforming
Low Elas.,2020,Livestock,0.519208480620887,Rest of Asia
Low Elas.,2020,Staple crops,0.08748884278705595,Rest of Asia
Low Elas.,2025,Livestock,0.5713684996412121,Africa
Low Elas.,2025,Staple crops,0.08491337931323088,Africa
Low Elas.,2025,Livestock,0.6753465542118688,China
Low Elas.,2025,Staple crops,0.10463169228733146,China
Low Elas.,2025,Livestock,0.23693955719857618,Europe
Low Elas.,2025,Staple crops,0.05213852275368239,Europe
Low Elas.,2025,Livestock,0.10073241892779389,South Asia
Low Elas.,2025,Staple crops,0.06955365683118306,South Asia
Low Elas.,2025,Livestock,0.3267822441813029,Latin America
Low Elas.,2025,Staple crops,0.061154298424096254,Latin America
Low Elas.,2025,Livestock,0.55498791413301,Middle East
Low Elas.,2025,Staple crops,0.11714167049127537,Middle East
Low Elas.,2025,Livestock,0.30823338621046137,North America
Low Elas.,2025,Staple crops,0.045776871812650125,North America
Low Elas.,2025,Livestock,0.5621358949968759,Pacific OECD
Low Elas.,2025,Staple crops,0.1672711390870738,Pacific OECD
Low Elas.,2025,Livestock,0.23135214305538102,Reforming
Low Elas.,2025,Staple crops,0.04176020179415883,Reforming
Low Elas.,2025,Livestock,0.5253187853058301,Rest of Asia
Low Elas.,2025,Staple crops,0.08428981621662913,Rest of Asia
Low Elas.,2030,Livestock,0.5980691250287351,Africa
Low Elas.,2030,Staple crops,0.0799833971646668,Africa
Low Elas.,2030,Livestock,0.6671253605287919,China
Low Elas.,2030,Staple crops,0.09904295654655719,China
Low Elas.,2030,Livestock,0.23939605666923713,Europe
Low Elas.,2030,Staple crops,0.052333725147385594,Europe
Low Elas.,2030,Livestock,0.10424946631054059,South Asia
Low Elas.,2030,Staple crops,0.07021310063839872,South Asia
Low Elas.,2030,Livestock,0.3326186981370359,Latin America
Low Elas.,2030,Staple crops,0.06037586087345133,Latin America
Low Elas.,2030,Livestock,0.5566517421191348,Middle East
Low Elas.,2030,Staple crops,0.11543971368307895,Middle East
Low Elas.,2030,Livestock,0.31234110052391495,North America
Low Elas.,2030,Staple crops,0.045776481293466995,North America
Low Elas.,2030,Livestock,0.5527611041178316,Pacific OECD
Low Elas.,2030,Staple crops,0.1602019937418263,Pacific OECD
Low Elas.,2030,Livestock,0.23224334597172014,Reforming
Low Elas.,2030,Staple crops,0.04095557453674744,Reforming
Low Elas.,2030,Livestock,0.5299858535341265,Rest of Asia
Low Elas.,2030,Staple crops,0.0821214329171107,Rest of Asia
Low Elas.,2035,Livestock,0.6275847653097832,Africa
Low Elas.,2035,Staple crops,0.07742873678342697,Africa
Low Elas.,2035,Livestock,0.6633738821131837,China
Low Elas.,2035,Staple crops,0.09583769537021379,China
Low Elas.,2035,Livestock,0.24201950640908493,Europe
Low Elas.,2035,Staple crops,0.05266833619684435,Europe
Low Elas.,2035,Livestock,0.1092635146474579,South Asia
Low Elas.,2035,Staple crops,0.07224451462779385,South Asia
Low Elas.,2035,Livestock,0.33839873928485487,Latin America
Low Elas.,2035,Staple crops,0.06012476688914721,Latin America
Low Elas.,2035,Livestock,0.5598277250761698,Middle East
Low Elas.,2035,Staple crops,0.11463130403684439,Middle East
Low Elas.,2035,Livestock,0.31704320019890425,North America
Low Elas.,2035,Staple crops,0.04606654381896331,North America
Low Elas.,2035,Livestock,0.5428725352693511,Pacific OECD
Low Elas.,2035,Staple crops,0.15650088917792723,Pacific OECD
Low Elas.,2035,Livestock,0.2340769097523648,Reforming
Low Elas.,2035,Staple crops,0.04060921475896115,Reforming
Low Elas.,2035,Livestock,0.5370003667741022,Rest of Asia
Low Elas.,2035,Staple crops,0.08137066482451374,Rest of Asia
Low Elas.,2040,Livestock,0.6645292736251736,Africa
Low Elas.,2040,Staple crops,0.07653095773626113,Africa
Low Elas.,2040,Livestock,0.6651257740756651,China
Low Elas.,2040,Staple crops,0.094082183128676,China
Low Elas.,2040,Livestock,0.24606901007869403,Europe
Low Elas.,2040,Staple crops,0.05348688694109384,Europe
Low Elas.,2040,Livestock,0.11547359270791112,South Asia
Low Elas.,2040,Staple crops,0.07473611940584013,South Asia
Low Elas.,2040,Livestock,0.3458206862808595,Latin America
Low Elas.,2040,Staple crops,0.06041290039893356,Latin America
Low Elas.,2040,Livestock,0.5668831449423127,Middle East
Low Elas.,2040,Staple crops,0.11507937549963963,Middle East
Low Elas.,2040,Livestock,0.32334841235480966,North America
Low Elas.,2040,Staple crops,0.046845994059093773,North America
Low Elas.,2040,Livestock,0.533251367249792,Pacific OECD
Low Elas.,2040,Staple crops,0.1536036070184902,Pacific OECD
Low Elas.,2040,Livestock,0.23769366783881007,Reforming
Low Elas.,2040,Staple crops,0.04095755053643781,Reforming
Low Elas.,2040,Livestock,0.5485229195861786,Rest of Asia
Low Elas.,2040,Staple crops,0.08162004804891637,Rest of Asia
Low Elas.,2045,Livestock,0.7067469735808238,Africa
Low Elas.,2045,Staple crops,0.07649821048456167,Africa
Low Elas.,2045,Livestock,0.6707803096177212,China
Low Elas.,2045,Staple crops,0.09342565053689289,China
Low Elas.,2045,Livestock,0.25061502763643145,Europe
Low Elas.,2045,Staple crops,0.054457049114179604,Europe
Low Elas.,2045,Livestock,0.12199705823105086,South Asia
Low Elas.,2045,Staple crops,0.07734860656713999,South Asia
Low Elas.,2045,Livestock,0.3540168149491047,Latin America
Low Elas.,2045,Staple crops,0.060862412692533605,Latin America
Low Elas.,2045,Livestock,0.5760665949005742,Middle East
Low Elas.,2045,Staple crops,0.1160187611359032,Middle East
Low Elas.,2045,Livestock,0.3304036531800762,North America
Low Elas.,2045,Staple crops,0.04793175637832868,North America
Low Elas.,2045,Livestock,0.5239110169757399,Pacific OECD
Low Elas.,2045,Staple crops,0.150649519330822,Pacific OECD
Low Elas.,2045,Livestock,0.24223315174466237,Reforming
Low Elas.,2045,Staple crops,0.041708715684800064,Reforming
Low Elas.,2045,Livestock,0.5617639989619478,Rest of Asia
Low Elas.,2045,Staple crops,0.08211378016365123,Rest of Asia
Low Elas.,2050,Livestock,0.7527207919966906,Africa
Low Elas.,2050,Staple crops,0.07705732160776156,Africa
Low Elas.,2050,Livestock,0.6772386619741292,China
Low Elas.,2050,Staple crops,0.09300958040745619,China
Low Elas.,2050,Livestock,0.25548865042732805,Europe
Low Elas.,2050,Staple crops,0.0555726652002578,Europe
Low Elas.,2050,Livestock,0.12884464411973018,South Asia
Low Elas.,2050,Staple crops,0.0803598018600603,South Asia
Low Elas.,2050,Livestock,0.3628315302406299,Latin America
Low Elas.,2050,Staple crops,0.06147069449601069,Latin America
Low Elas.,2050,Livestock,0.587151386868705,Middle East
Low Elas.,2050,Staple crops,0.11755991264748017,Middle East
Low Elas.,2050,Livestock,0.33791220448458015,North America
Low Elas.,2050,Staple crops,0.049124860490329464,North America
Low Elas.,2050,Livestock,0.5140869567300291,Pacific OECD
Low Elas.,2050,Staple crops,0.14842555122396886,Pacific OECD
Low Elas.,2050,Livestock,0.24731865999019254,Reforming
Low Elas.,2050,Staple crops,0.04265488760455134,Reforming
Low Elas.,2050,Livestock,0.5757404832489681,Rest of Asia
Low Elas.,2050,Staple crops,0.08280078490020282,Rest of Asia
Low Elas.,2055,Livestock,0.7961537671835062,Africa
Low Elas.,2055,Staple crops,0.07718662791954906,Africa
Low Elas.,2055,Livestock,0.6791865095331131,China
Low Elas.,2055,Staple crops,0.09170063594913626,China
Low Elas.,2055,Livestock,0.2589082506555276,Europe
Low Elas.,2055,Staple crops,0.056248245985199966,Europe
Low Elas.,2055,Livestock,0.1354348891023367,South Asia
Low Elas.,2055,Staple crops,0.08423138356791532,South Asia
Low Elas.,2055,Livestock,0.3699520841848418,Latin America
Low Elas.,2055,Staple crops,0.061839460944383126,Latin America
Low Elas.,2055,Livestock,0.5962812524412463,Middle East
Low Elas.,2055,Staple crops,0.11883859764018297,Middle East
Low Elas.,2055,Livestock,0.3437260968031296,North America
Low Elas.,2055,Staple crops,0.0498733492379474,North America
Low Elas.,2055,Livestock,0.5026515123105944,Pacific OECD
Low Elas.,2055,Staple crops,0.14523258714380022,Pacific OECD
Low Elas.,2055,Livestock,0.251051578329411,Reforming
Low Elas.,2055,Staple crops,0.043158204647297464,Reforming
Low Elas.,2055,Livestock,0.5867276074950487,Rest of Asia
Low Elas.,2055,Staple crops,0.08353516038689521,Rest of Asia
Low Elas.,2060,Livestock,0.8381999211714242,Africa
Low Elas.,2060,Staple crops,0.07737386297990789,Africa
Low Elas.,2060,Livestock,0.6814649347412942,China
Low Elas.,2060,Staple crops,0.09069039027755071,China
Low Elas.,2060,Livestock,0.2622781060475379,Europe
Low Elas.,2060,Staple crops,0.05692356796526157,Europe
Low Elas.,2060,Livestock,0.14175489404581793,South Asia
Low Elas.,2060,Staple crops,0.08790150914623518,South Asia
Low Elas.,2060,Livestock,0.3768544817475655,Latin America
Low Elas.,2060,Staple crops,0.062152126692666926,Latin America
Low Elas.,2060,Livestock,0.6056566838036402,Middle East
Low Elas.,2060,Staple crops,0.12024453998152766,Middle East
Low Elas.,2060,Livestock,0.34943452772590516,North America
Low Elas.,2060,Staple crops,0.0504888043418473,North America
Low Elas.,2060,Livestock,0.49096677789914606,Pacific OECD
Low Elas.,2060,Staple crops,0.1421140486463985,Pacific OECD
Low Elas.,2060,Livestock,0.25492938624332,Reforming
Low Elas.,2060,Staple crops,0.04369084919050805,Reforming
Low Elas.,2060,Livestock,0.5962033056712717,Rest of Asia
Low Elas.,2060,Staple crops,0.08403400362008895,Rest of Asia
Low Elas.,2065,Livestock,0.8753981044591543,Africa
Low Elas.,2065,Staple crops,0.0770036583265545,Africa
Low Elas.,2065,Livestock,0.6816184899775227,China
Low Elas.,2065,Staple crops,0.089501290984552,China
Low Elas.,2065,Livestock,0.26457762776531213,Europe
Low Elas.,2065,Staple crops,0.05730730242956213,Europe
Low Elas.,2065,Livestock,0.1468854434041548,South Asia
Low Elas.,2065,Staple crops,0.09076560690514163,South Asia
Low Elas.,2065,Livestock,0.3825863080785965,Latin America
Low Elas.,2065,Staple crops,0.06223537680470385,Latin America
Low Elas.,2065,Livestock,0.6132633349003935,Middle East
Low Elas.,2065,Staple crops,0.1209031340077526,Middle East
Low Elas.,2065,Livestock,0.35406126402229643,North America
Low Elas.,2065,Staple crops,0.050890736351576184,North America
Low Elas.,2065,Livestock,0.4786258523661954,Pacific OECD
Low Elas.,2065,Staple crops,0.13822211905587645,Pacific OECD
Low Elas.,2065,Livestock,0.2580194675270187,Reforming
Low Elas.,2065,Staple crops,0.04400913857495685,Reforming
Low Elas.,2065,Livestock,0.6022532494733895,Rest of Asia
Low Elas.,2065,Staple crops,0.08392955788250352,Rest of Asia
Low Elas.,2070,Livestock,0.9090207496543206,Africa
Low Elas.,2070,Staple crops,0.07654065428007215,Africa
Low Elas.,2070,Livestock,0.6817115460555536,China
Low Elas.,2070,Staple crops,0.08856623425768666,China
Low Elas.,2070,Livestock,0.26664204306196626,Europe
Low Elas.,2070,Staple crops,0.05759637594249843,Europe
Low Elas.,2070,Livestock,0.1512550825156204,South Asia
Low Elas.,2070,Staple crops,0.09305034726458511,South Asia
Low Elas.,2070,Livestock,0.38775274339834537,Latin America
Low Elas.,2070,Staple crops,0.06222344192518034,Latin America
Low Elas.,2070,Livestock,0.6204534463150878,Middle East
Low Elas.,2070,Staple crops,0.12152091215864137,Middle East
Low Elas.,2070,Livestock,0.358423902510775,North America
Low Elas.,2070,Staple crops,0.05122884845541166,North America
Low Elas.,2070,Livestock,0.4668263873309871,Pacific OECD
Low Elas.,2070,Staple crops,0.13471346451843008,Pacific OECD
Low Elas.,2070,Livestock,0.260773393594906,Reforming
Low Elas.,2070,Staple crops,0.04423809282919925,Reforming
Low Elas.,2070,Livestock,0.606571352680543,Rest of Asia
Low Elas.,2070,Staple crops,0.08361774242710689,Rest of Asia
Low Elas.,2075,Livestock,0.9349268859653918,Africa
Low Elas.,2075,Staple crops,0.07557314790140081,Africa
Low Elas.,2075,Livestock,0.6777442836711408,China
Low Elas.,2075,Staple crops,0.08709692379396633,China
Low Elas.,2075,Livestock,0.2667855474421201,Europe
Low Elas.,2075,Staple crops,0.057296982402650756,Europe
Low Elas.,2075,Livestock,0.15415763832205312,South Asia
Low Elas.,2075,Staple crops,0.09439798749722665,South Asia
Low Elas.,2075,Livestock,0.3908435143789239,Latin America
Low Elas.,2075,Staple crops,0.061855657099895184,Latin America
Low Elas.,2075,Livestock,0.6245635948745731,Middle East
Low Elas.,2075,Staple crops,0.12129032900662692,Middle East
Low Elas.,2075,Livestock,0.36084204095439976,North America
Low Elas.,2075,Staple crops,0.05119686385981505,North America
Low Elas.,2075,Livestock,0.45431896120276827,Pacific OECD
Low Elas.,2075,Staple crops,0.1301996274128415,Pacific OECD
Low Elas.,2075,Livestock,0.2620311377240816,Reforming
Low Elas.,2075,Staple crops,0.04401482382382682,Reforming
Low Elas.,2075,Livestock,0.606561780692723,Rest of Asia
Low Elas.,2075,Staple crops,0.08269049877270378,Rest of Asia
Low Elas.,2080,Livestock,0.957929211799703,Africa
Low Elas.,2080,Staple crops,0.07474613734241381,Africa
Low Elas.,2080,Livestock,0.6745739408129073,China
Low Elas.,2080,Staple crops,0.08601228645123277,China
Low Elas.,2080,Livestock,0.2672448922218739,Europe
Low Elas.,2080,Staple crops,0.05718209217837169,Europe
Low Elas.,2080,Livestock,0.1562445085579582,South Asia
Low Elas.,2080,Staple crops,0.09522733574776482,South Asia
Low Elas.,2080,Livestock,0.39393590625275443,Latin America
Low Elas.,2080,Staple crops,0.06156304255408102,Latin America
Low Elas.,2080,Livestock,0.6290237080602146,Middle East
Low Elas.,2080,Staple crops,0.12121577379160003,Middle East
Low Elas.,2080,Livestock,0.363448198059678,North America
Low Elas.,2080,Staple crops,0.05126470935124272,North America
Low Elas.,2080,Livestock,0.4430699627110841,Pacific OECD
Low Elas.,2080,Staple crops,0.12622662469890278,Pacific OECD
Low Elas.,2080,Livestock,0.26322263777225746,Reforming
Low Elas.,2080,Staple crops,0.043786980340740383,Reforming
Low Elas.,2080,Livestock,0.6064569052953785,Rest of Asia
Low Elas.,2080,Staple crops,0.08184177390847183,Rest of Asia
Low Elas.,2085,Livestock,0.973682021542809,Africa
Low Elas.,2085,Staple crops,0.07365048557196016,Africa
Low Elas.,2085,Livestock,0.6688509868378479,China
Low Elas.,2085,Staple crops,0.08459653798938467,China
Low Elas.,2085,Livestock,0.26645094498602434,Europe
Low Elas.,2085,Staple crops,0.05670316254252819,Europe
Low Elas.,2085,Livestock,0.15699286309538824,South Asia
Low Elas.,2085,Staple crops,0.09516506430315502,South Asia
Low Elas.,2085,Livestock,0.39523747470058646,Latin America
Low Elas.,2085,Staple crops,0.061005289584167184,Latin America
Low Elas.,2085,Livestock,0.6307160306304199,Middle East
