scenario,sector,year,value,region
Low productivity,"paste(CH[4], "" Agriculture"")",2050,10.960301608078439,North America
Low productivity,"paste(CH[4], "" Agriculture"")",2050,4.6130224838516325,Pacific OECD
Low productivity,"paste(CH[4], "" Agriculture"")",2050,5.110536198988963,Reforming
Low productivity,"paste(CH[4], "" Agriculture"")",2050,14.274160267958962,Rest of Asia
Low productivity,"paste(N[2], ""O Agriculture"")",2050,11.427586766767083,Africa
Low productivity,"paste(N[2], ""O Agriculture"")",2050,12.925742066570873,China
Low productivity,"paste(N[2], ""O Agriculture"")",2050,7.36880658487219,Europe
Low productivity,"paste(N[2], ""O Agriculture"")",2050,12.033653956037073,South Asia
Low productivity,"paste(N[2], ""O Agriculture"")",2050,10.974055346111228,Latin America
Low productivity,"paste(N[2], ""O Agriculture"")",2050,1.9335212667497463,Middle East
Low productivity,"paste(N[2], ""O Agriculture"")",2050,13.931778104967325,North America
Low productivity,"paste(N[2], ""O Agriculture"")",2050,1.217428510254757,Pacific OECD
Low productivity,"paste(N[2], ""O Agriculture"")",2050,3.040938831883956,Reforming
Low productivity,"paste(N[2], ""O Agriculture"")",2050,5.649271274365879,Rest of Asia
Static,"paste(CH[4], "" Agriculture"")",2050,19.462525056998054,Africa
Static,"paste(CH[4], "" Agriculture"")",2050,15.765578203347426,China
Static,"paste(CH[4], "" Agriculture"")",2050,12.031874603564548,Europe
Static,"paste(CH[4], "" Agriculture"")",2050,34.85433397852278,South Asia
Static,"paste(CH[4], "" Agriculture"")",2050,26.950891862726994,Latin America
Static,"paste(CH[4], "" Agriculture"")",2050,2.108836394491012,Middle East
Static,"paste(CH[4], "" Agriculture"")",2050,11.258253044101231,North America
Static,"paste(CH[4], "" Agriculture"")",2050,4.609179502363931,Pacific OECD
Static,"paste(CH[4], "" Agriculture"")",2050,5.001799366932078,Reforming
Static,"paste(CH[4], "" Agriculture"")",2050,13.995367379032018,Rest of Asia
Static,"paste(N[2], ""O Agriculture"")",2050,11.288628782420819,Africa
Static,"paste(N[2], ""O Agriculture"")",2050,11.930594287042398,China
Static,"paste(N[2], ""O Agriculture"")",2050,7.588285023840296,Europe
Static,"paste(N[2], ""O Agriculture"")",2050,11.917209062701199,South Asia
Static,"paste(N[2], ""O Agriculture"")",2050,11.139601364368907,Latin America
Static,"paste(N[2], ""O Agriculture"")",2050,1.8917702768072553,Middle East
Static,"paste(N[2], ""O Agriculture"")",2050,14.896154330815754,North America
Static,"paste(N[2], ""O Agriculture"")",2050,1.2438919097189869,Pacific OECD
Static,"paste(N[2], ""O Agriculture"")",2050,2.9749165676307365,Reforming
Static,"paste(N[2], ""O Agriculture"")",2050,5.459888957716937,Rest of Asia
Evolving,"paste(CH[4], "" Agriculture"")",2055,174.9917831356604,World
Evolving,"paste(N[2], ""O Agriculture"")",2055,96.78016355908703,World
High Elas.,"paste(CH[4], "" Agriculture"")",2055,174.96469735805135,World
High Elas.,"paste(N[2], ""O Agriculture"")",2055,96.91744622889681,World
Low Elas.,"paste(CH[4], "" Agriculture"")",2055,175.069339415862,World
Low Elas.,"paste(N[2], ""O Agriculture"")",2055,96.23979220329967,World
High transition,"paste(CH[4], "" Agriculture"")",2055,174.74369639953122,World
High transition,"paste(N[2], ""O Agriculture"")",2055,97.04565467901072,World
Low transition,"paste(CH[4], "" Agriculture"")",2055,175.25545146379386,World
Low transition,"paste(N[2], ""O Agriculture"")",2055,96.47988741567188,World
High productivity,"paste(CH[4], "" Agriculture"")",2055,175.29388339265634,World
High productivity,"paste(N[2], ""O Agriculture"")",2055,97.29213357913729,World
Low productivity,"paste(CH[4], "" Agriculture"")",2055,174.70536260532256,World
Low productivity,"paste(N[2], ""O Agriculture"")",2055,96.18532684012504,World
Static,"paste(CH[4], "" Agriculture"")",2055,174.1773900067584,World
Static,"paste(N[2], ""O Agriculture"")",2055,96.06114044224347,World
Evolving,"paste(CH[4], "" Agriculture"")",2055,24.306550156157137,Africa
Evolving,"paste(CH[4], "" Agriculture"")",2055,18.623803015568964,China
Evolving,"paste(CH[4], "" Agriculture"")",2055,14.197765987269195,Europe
Evolving,"paste(CH[4], "" Agriculture"")",2055,42.026832317715844,South Asia
Evolving,"paste(CH[4], "" Agriculture"")",2055,31.727471765730407,Latin America
Evolving,"paste(CH[4], "" Agriculture"")",2055,2.5674848356809497,Middle East
Evolving,"paste(CH[4], "" Agriculture"")",2055,12.939465578190182,North America
Evolving,"paste(CH[4], "" Agriculture"")",2055,5.344040717625891,Pacific OECD
Evolving,"paste(CH[4], "" Agriculture"")",2055,6.152587678705774,Reforming
Evolving,"paste(CH[4], "" Agriculture"")",2055,17.105781083016073,Rest of Asia
Evolving,"paste(N[2], ""O Agriculture"")",2055,14.243356755312664,Africa
Evolving,"paste(N[2], ""O Agriculture"")",2055,15.532955583508025,China
Evolving,"paste(N[2], ""O Agriculture"")",2055,8.843864375071709,Europe
Evolving,"paste(N[2], ""O Agriculture"")",2055,14.49054796471712,South Asia
Evolving,"paste(N[2], ""O Agriculture"")",2055,12.967936812173047,Latin America
Evolving,"paste(N[2], ""O Agriculture"")",2055,2.4087679479000172,Middle East
Evolving,"paste(N[2], ""O Agriculture"")",2055,16.208613139572172,North America
Evolving,"paste(N[2], ""O Agriculture"")",2055,1.4651939326545524,Pacific OECD
Evolving,"paste(N[2], ""O Agriculture"")",2055,3.7778168646242922,Reforming
Evolving,"paste(N[2], ""O Agriculture"")",2055,6.84111018355344,Rest of Asia
High Elas.,"paste(CH[4], "" Agriculture"")",2055,24.308368831379433,Africa
High Elas.,"paste(CH[4], "" Agriculture"")",2055,18.582512983112473,China
High Elas.,"paste(CH[4], "" Agriculture"")",2055,14.251285044113143,Europe
High Elas.,"paste(CH[4], "" Agriculture"")",2055,42.02582555949452,South Asia
High Elas.,"paste(CH[4], "" Agriculture"")",2055,31.67433205433467,Latin America
High Elas.,"paste(CH[4], "" Agriculture"")",2055,2.5805376249188745,Middle East
High Elas.,"paste(CH[4], "" Agriculture"")",2055,12.993273273526205,North America
High Elas.,"paste(CH[4], "" Agriculture"")",2055,5.3058429245484335,Pacific OECD
High Elas.,"paste(CH[4], "" Agriculture"")",2055,6.1596478282899305,Reforming
High Elas.,"paste(CH[4], "" Agriculture"")",2055,17.083071234333683,Rest of Asia
High Elas.,"paste(N[2], ""O Agriculture"")",2055,14.24571058450888,Africa
High Elas.,"paste(N[2], ""O Agriculture"")",2055,15.416917640499463,China
High Elas.,"paste(N[2], ""O Agriculture"")",2055,8.907571061185159,Europe
High Elas.,"paste(N[2], ""O Agriculture"")",2055,14.463873277596575,South Asia
High Elas.,"paste(N[2], ""O Agriculture"")",2055,12.981230714227353,Latin America
High Elas.,"paste(N[2], ""O Agriculture"")",2055,2.4261268316051763,Middle East
High Elas.,"paste(N[2], ""O Agriculture"")",2055,16.358991917750604,North America
High Elas.,"paste(N[2], ""O Agriculture"")",2055,1.472862564248899,Pacific OECD
High Elas.,"paste(N[2], ""O Agriculture"")",2055,3.8292069809582685,Reforming
High Elas.,"paste(N[2], ""O Agriculture"")",2055,6.814954656316425,Rest of Asia
Low Elas.,"paste(CH[4], "" Agriculture"")",2055,24.360880374477972,Africa
Low Elas.,"paste(CH[4], "" Agriculture"")",2055,18.732149781152057,China
Low Elas.,"paste(CH[4], "" Agriculture"")",2055,14.02009063471627,Europe
Low Elas.,"paste(CH[4], "" Agriculture"")",2055,42.021281696114386,South Asia
Low Elas.,"paste(CH[4], "" Agriculture"")",2055,31.93979465262958,Latin America
Low Elas.,"paste(CH[4], "" Agriculture"")",2055,2.5390780276209477,Middle East
Low Elas.,"paste(CH[4], "" Agriculture"")",2055,12.73185945402016,North America
Low Elas.,"paste(CH[4], "" Agriculture"")",2055,5.451985830641544,Pacific OECD
Low Elas.,"paste(CH[4], "" Agriculture"")",2055,6.130275218427194,Reforming
Low Elas.,"paste(CH[4], "" Agriculture"")",2055,17.141943746061884,Rest of Asia
Low Elas.,"paste(N[2], ""O Agriculture"")",2055,14.262920864146148,Africa
Low Elas.,"paste(N[2], ""O Agriculture"")",2055,15.826235662097861,China
Low Elas.,"paste(N[2], ""O Agriculture"")",2055,8.637711868795835,Europe
Low Elas.,"paste(N[2], ""O Agriculture"")",2055,14.555848512223525,South Asia
Low Elas.,"paste(N[2], ""O Agriculture"")",2055,12.996362586761958,Latin America
Low Elas.,"paste(N[2], ""O Agriculture"")",2055,2.373224787630832,Middle East
Low Elas.,"paste(N[2], ""O Agriculture"")",2055,15.579747431293152,North America
Low Elas.,"paste(N[2], ""O Agriculture"")",2055,1.4373750858077294,Pacific OECD
Low Elas.,"paste(N[2], ""O Agriculture"")",2055,3.6706799357058664,Reforming
Low Elas.,"paste(N[2], ""O Agriculture"")",2055,6.899685468836763,Rest of Asia
High transition,"paste(CH[4], "" Agriculture"")",2055,24.14921188172248,Africa
High transition,"paste(CH[4], "" Agriculture"")",2055,18.617424752226164,China
High transition,"paste(CH[4], "" Agriculture"")",2055,14.303286985734621,Europe
High transition,"paste(CH[4], "" Agriculture"")",2055,41.94758123284987,South Asia
High transition,"paste(CH[4], "" Agriculture"")",2055,31.57972714510053,Latin America
High transition,"paste(CH[4], "" Agriculture"")",2055,2.556652781790937,Middle East
High transition,"paste(CH[4], "" Agriculture"")",2055,13.109944640391543,North America
High transition,"paste(CH[4], "" Agriculture"")",2055,5.38433836591946,Pacific OECD
High transition,"paste(CH[4], "" Agriculture"")",2055,6.094032321393041,Reforming
High transition,"paste(CH[4], "" Agriculture"")",2055,17.00149629240258,Rest of Asia
High transition,"paste(N[2], ""O Agriculture"")",2055,14.118576050268967,Africa
High transition,"paste(N[2], ""O Agriculture"")",2055,15.50380735352769,China
High transition,"paste(N[2], ""O Agriculture"")",2055,8.983788766771536,Europe
High transition,"paste(N[2], ""O Agriculture"")",2055,14.427698966185975,South Asia
High transition,"paste(N[2], ""O Agriculture"")",2055,12.834131760050417,Latin America
High transition,"paste(N[2], ""O Agriculture"")",2055,2.3648740368599572,Middle East
High transition,"paste(N[2], ""O Agriculture"")",2055,16.74531201876427,North America
High transition,"paste(N[2], ""O Agriculture"")",2055,1.5240894216665304,Pacific OECD
High transition,"paste(N[2], ""O Agriculture"")",2055,3.737390730273209,Reforming
High transition,"paste(N[2], ""O Agriculture"")",2055,6.8059855746421665,Rest of Asia
Low transition,"paste(CH[4], "" Agriculture"")",2055,24.47877243501692,Africa
Low transition,"paste(CH[4], "" Agriculture"")",2055,18.63188823450021,China
Low transition,"paste(CH[4], "" Agriculture"")",2055,14.090107381330329,Europe
Low transition,"paste(CH[4], "" Agriculture"")",2055,42.09505943607399,South Asia
Low transition,"paste(CH[4], "" Agriculture"")",2055,31.896278762078836,Latin America
Low transition,"paste(CH[4], "" Agriculture"")",2055,2.58454465724628,Middle East
Low transition,"paste(CH[4], "" Agriculture"")",2055,12.752237609968656,North America
Low transition,"paste(CH[4], "" Agriculture"")",2055,5.3012124564053975,Pacific OECD
Low transition,"paste(CH[4], "" Agriculture"")",2055,6.206957353931243,Reforming
Low transition,"paste(CH[4], "" Agriculture"")",2055,17.218393137241986,Rest of Asia
Low transition,"paste(N[2], ""O Agriculture"")",2055,14.378495808952131,Africa
Low transition,"paste(N[2], ""O Agriculture"")",2055,15.565162782696289,China
Low transition,"paste(N[2], ""O Agriculture"")",2055,8.695929552239692,Europe
Low transition,"paste(N[2], ""O Agriculture"")",2055,14.548902892436644,South Asia
Low transition,"paste(N[2], ""O Agriculture"")",2055,13.117135639024076,Latin America
Low transition,"paste(N[2], ""O Agriculture"")",2055,2.4682147895183513,Middle East
Low transition,"paste(N[2], ""O Agriculture"")",2055,15.614616468721897,North America
Low transition,"paste(N[2], ""O Agriculture"")",2055,1.4005718925369393,Pacific OECD
Low transition,"paste(N[2], ""O Agriculture"")",2055,3.8133518058159184,Reforming
Low transition,"paste(N[2], ""O Agriculture"")",2055,6.8775057837299425,Rest of Asia
High productivity,"paste(CH[4], "" Agriculture"")",2055,24.42429640493483,Africa
High productivity,"paste(CH[4], "" Agriculture"")",2055,18.632089147433266,China
High productivity,"paste(CH[4], "" Agriculture"")",2055,14.281167555668574,Europe
High productivity,"paste(CH[4], "" Agriculture"")",2055,42.03360297496997,South Asia
High productivity,"paste(CH[4], "" Agriculture"")",2055,31.609591085525405,Latin America
High productivity,"paste(CH[4], "" Agriculture"")",2055,2.58182323085395,Middle East
High productivity,"paste(CH[4], "" Agriculture"")",2055,12.90563246524271,North America
High productivity,"paste(CH[4], "" Agriculture"")",2055,5.259040855111895,Pacific OECD
High productivity,"paste(CH[4], "" Agriculture"")",2055,6.263018012376568,Reforming
High productivity,"paste(CH[4], "" Agriculture"")",2055,17.303621660539164,Rest of Asia
High productivity,"paste(N[2], ""O Agriculture"")",2055,14.347792787502044,Africa
High productivity,"paste(N[2], ""O Agriculture"")",2055,15.759980757024833,China
High productivity,"paste(N[2], ""O Agriculture"")",2055,8.910602952459026,Europe
High productivity,"paste(N[2], ""O Agriculture"")",2055,14.492691513919763,South Asia
High productivity,"paste(N[2], ""O Agriculture"")",2055,12.952179380825156,Latin America
High productivity,"paste(N[2], ""O Agriculture"")",2055,2.4558636306549766,Middle East
High productivity,"paste(N[2], ""O Agriculture"")",2055,16.060887868720535,North America
High productivity,"paste(N[2], ""O Agriculture"")",2055,1.4802016995692469,Pacific OECD
High productivity,"paste(N[2], ""O Agriculture"")",2055,3.9193106699907325,Reforming
High productivity,"paste(N[2], ""O Agriculture"")",2055,6.912622318470978,Rest of Asia
Low productivity,"paste(CH[4], "" Agriculture"")",2055,24.24375834989289,Africa
Low productivity,"paste(CH[4], "" Agriculture"")",2055,18.58125728371134,China
Low productivity,"paste(CH[4], "" Agriculture"")",2055,14.079730176040133,Europe
Low productivity,"paste(CH[4], "" Agriculture"")",2055,42.01732428066745,South Asia
Low productivity,"paste(CH[4], "" Agriculture"")",2055,31.907250082079,Latin America
Low productivity,"paste(CH[4], "" Agriculture"")",2055,2.552921904823036,Middle East
Low productivity,"paste(CH[4], "" Agriculture"")",2055,12.987507038928367,North America
Low productivity,"paste(CH[4], "" Agriculture"")",2055,5.454060502803741,Pacific OECD
Low productivity,"paste(CH[4], "" Agriculture"")",2055,6.032362801021648,Reforming
Low productivity,"paste(CH[4], "" Agriculture"")",2055,16.849190185354956,Rest of Asia
Low productivity,"paste(N[2], ""O Agriculture"")",2055,14.155817803219655,Africa
Low productivity,"paste(N[2], ""O Agriculture"")",2055,15.117651252555287,China
Low productivity,"paste(N[2], ""O Agriculture"")",2055,8.764262948617299,Europe
Low productivity,"paste(N[2], ""O Agriculture"")",2055,14.472548760766665,South Asia
Low productivity,"paste(N[2], ""O Agriculture"")",2055,13.03312015217664,Latin America
Low productivity,"paste(N[2], ""O Agriculture"")",2055,2.3558287722558338,Middle East
Low productivity,"paste(N[2], ""O Agriculture"")",2055,16.485008586034308,North America
Low productivity,"paste(N[2], ""O Agriculture"")",2055,1.451739655264738,Pacific OECD
Low productivity,"paste(N[2], ""O Agriculture"")",2055,3.615825272870182,Reforming
Low productivity,"paste(N[2], ""O Agriculture"")",2055,6.733523636364428,Rest of Asia
Static,"paste(CH[4], "" Agriculture"")",2055,23.992936402014585,Africa
Static,"paste(CH[4], "" Agriculture"")",2055,18.275389438344813,China
Static,"paste(CH[4], "" Agriculture"")",2055,14.211310138675884,Europe
Static,"paste(CH[4], "" Agriculture"")",2055,42.05445773587594,South Asia
Static,"paste(CH[4], "" Agriculture"")",2055,31.832084083176216,Latin America
Static,"paste(CH[4], "" Agriculture"")",2055,2.5519928872239,Middle East
Static,"paste(CH[4], "" Agriculture"")",2055,13.38454406223028,North America
Static,"paste(CH[4], "" Agriculture"")",2055,5.440966653562973,Pacific OECD
Static,"paste(CH[4], "" Agriculture"")",2055,5.900305439970078,Reforming
Static,"paste(CH[4], "" Agriculture"")",2055,16.533403165683737,Rest of Asia
Static,"paste(N[2], ""O Agriculture"")",2055,13.960368578566648,Africa
Static,"paste(N[2], ""O Agriculture"")",2055,13.864514064823284,China
Static,"paste(N[2], ""O Agriculture"")",2055,9.034924385711943,Europe
Static,"paste(N[2], ""O Agriculture"")",2055,14.341608454571665,South Asia
Static,"paste(N[2], ""O Agriculture"")",2055,13.228764386140202,Latin America
Static,"paste(N[2], ""O Agriculture"")",2055,2.295074489134723,Middle East
Static,"paste(N[2], ""O Agriculture"")",2055,17.80272778382691,North America
Static,"paste(N[2], ""O Agriculture"")",2055,1.4893507901608234,Pacific OECD
Static,"paste(N[2], ""O Agriculture"")",2055,3.54724085732719,Reforming
Static,"paste(N[2], ""O Agriculture"")",2055,6.496566651980092,Rest of Asia
Evolving,"paste(CH[4], "" Agriculture"")",2060,204.36495562113456,World
Evolving,"paste(N[2], ""O Agriculture"")",2060,113.24947743876353,World
High Elas.,"paste(CH[4], "" Agriculture"")",2060,204.34518448745098,World
High Elas.,"paste(N[2], ""O Agriculture"")",2060,113.4630429687163,World
Low Elas.,"paste(CH[4], "" Agriculture"")",2060,204.43226369806933,World
Low Elas.,"paste(N[2], ""O Agriculture"")",2060,112.46075974828793,World
High transition,"paste(CH[4], "" Agriculture"")",2060,204.0263049738613,World
High transition,"paste(N[2], ""O Agriculture"")",2060,113.6011332754309,World
Low transition,"paste(CH[4], "" Agriculture"")",2060,204.72782722157578,World
Low transition,"paste(N[2], ""O Agriculture"")",2060,112.85019115597953,World
High productivity,"paste(CH[4], "" Agriculture"")",2060,204.7382925045787,World
High productivity,"paste(N[2], ""O Agriculture"")",2060,113.9157616353162,World
Low productivity,"paste(CH[4], "" Agriculture"")",2060,204.01957226296335,World
Low productivity,"paste(N[2], ""O Agriculture"")",2060,112.47751708424846,World
Static,"paste(CH[4], "" Agriculture"")",2060,203.40567534900867,World
Static,"paste(N[2], ""O Agriculture"")",2060,112.42060423214477,World
Evolving,"paste(CH[4], "" Agriculture"")",2060,29.34446683269206,Africa
Evolving,"paste(CH[4], "" Agriculture"")",2060,21.13823457619891,China
Evolving,"paste(CH[4], "" Agriculture"")",2060,16.447628262296774,Europe
Evolving,"paste(CH[4], "" Agriculture"")",2060,49.55213743984217,South Asia
Evolving,"paste(CH[4], "" Agriculture"")",2060,36.71374707052834,Latin America
Evolving,"paste(CH[4], "" Agriculture"")",2060,3.04423369314552,Middle East
Evolving,"paste(CH[4], "" Agriculture"")",2060,15.032084302278795,North America
Evolving,"paste(CH[4], "" Agriculture"")",2060,6.187282247938931,Pacific OECD
Evolving,"paste(CH[4], "" Agriculture"")",2060,7.124727659827676,Reforming
Evolving,"paste(CH[4], "" Agriculture"")",2060,19.780413536385385,Rest of Asia
Evolving,"paste(N[2], ""O Agriculture"")",2060,17.258230167059057,Africa
Evolving,"paste(N[2], ""O Agriculture"")",2060,17.786282377959274,China
Evolving,"paste(N[2], ""O Agriculture"")",2060,10.312386853189338,Europe
Evolving,"paste(N[2], ""O Agriculture"")",2060,17.025460708805507,South Asia
Evolving,"paste(N[2], ""O Agriculture"")",2060,15.085924668577851,Latin America
Evolving,"paste(N[2], ""O Agriculture"")",2060,2.8700255969837363,Middle East
Evolving,"paste(N[2], ""O Agriculture"")",2060,18.80311013562748,North America
Evolving,"paste(N[2], ""O Agriculture"")",2060,1.7154726174857824,Pacific OECD
Evolving,"paste(N[2], ""O Agriculture"")",2060,4.410328300768657,Reforming
Evolving,"paste(N[2], ""O Agriculture"")",2060,7.9822560123068484,Rest of Asia
High Elas.,"paste(CH[4], "" Agriculture"")",2060,29.34582039950466,Africa
High Elas.,"paste(CH[4], "" Agriculture"")",2060,21.086980695040552,China
High Elas.,"paste(CH[4], "" Agriculture"")",2060,16.514554656053154,Europe
High Elas.,"paste(CH[4], "" Agriculture"")",2060,49.55887781531135,South Asia
High Elas.,"paste(CH[4], "" Agriculture"")",2060,36.64206610186801,Latin America
High Elas.,"paste(CH[4], "" Agriculture"")",2060,3.0601253066870973,Middle East
High Elas.,"paste(CH[4], "" Agriculture"")",2060,15.101627779865513,North America
High Elas.,"paste(CH[4], "" Agriculture"")",2060,6.136630563813077,Pacific OECD
High Elas.,"paste(CH[4], "" Agriculture"")",2060,7.136836917088734,Reforming
High Elas.,"paste(CH[4], "" Agriculture"")",2060,19.761664252218846,Rest of Asia
High Elas.,"paste(N[2], ""O Agriculture"")",2060,17.262101027995826,Africa
High Elas.,"paste(N[2], ""O Agriculture"")",2060,17.645676709117936,China
High Elas.,"paste(N[2], ""O Agriculture"")",2060,10.391274998894028,Europe
High Elas.,"paste(N[2], ""O Agriculture"")",2060,16.99659602588903,South Asia
High Elas.,"paste(N[2], ""O Agriculture"")",2060,15.103267549518552,Latin America
High Elas.,"paste(N[2], ""O Agriculture"")",2060,2.89178837148164,Middle East
High Elas.,"paste(N[2], ""O Agriculture"")",2060,19.013320813453547,North America
High Elas.,"paste(N[2], ""O Agriculture"")",2060,1.7265525341715835,Pacific OECD
High Elas.,"paste(N[2], ""O Agriculture"")",2060,4.4799471491414975,Reforming
High Elas.,"paste(N[2], ""O Agriculture"")",2060,7.952517789052659,Rest of Asia
Low Elas.,"paste(CH[4], "" Agriculture"")",2060,29.425173877687993,Africa
Low Elas.,"paste(CH[4], "" Agriculture"")",2060,21.27366422671657,China
Low Elas.,"paste(CH[4], "" Agriculture"")",2060,16.215785414698455,Europe
Low Elas.,"paste(CH[4], "" Agriculture"")",2060,49.521029936335275,South Asia
Low Elas.,"paste(CH[4], "" Agriculture"")",2060,37.00310557690772,Latin America
Low Elas.,"paste(CH[4], "" Agriculture"")",2060,3.008869045685631,Middle East
Low Elas.,"paste(CH[4], "" Agriculture"")",2060,14.760226148204444,North America
Low Elas.,"paste(CH[4], "" Agriculture"")",2060,6.332532374467069,Pacific OECD
Low Elas.,"paste(CH[4], "" Agriculture"")",2060,7.089873147642581,Reforming
Low Elas.,"paste(CH[4], "" Agriculture"")",2060,19.802003949723584,Rest of Asia
Low Elas.,"paste(N[2], ""O Agriculture"")",2060,17.28501922303107,Africa
Low Elas.,"paste(N[2], ""O Agriculture"")",2060,18.145327221918937,China
Low Elas.,"paste(N[2], ""O Agriculture"")",2060,10.046236373752405,Europe
Low Elas.,"paste(N[2], ""O Agriculture"")",2060,17.094976018858365,South Asia
Low Elas.,"paste(N[2], ""O Agriculture"")",2060,15.1277757461648,Latin America
Low Elas.,"paste(N[2], ""O Agriculture"")",2060,2.8241156396218425,Middle East
Low Elas.,"paste(N[2], ""O Agriculture"")",2060,17.9473588195153,North America
Low Elas.,"paste(N[2], ""O Agriculture"")",2060,1.6759049416952418,Pacific OECD
Low Elas.,"paste(N[2], ""O Agriculture"")",2060,4.265457670099368,Reforming
Low Elas.,"paste(N[2], ""O Agriculture"")",2060,8.048588093630597,Rest of Asia
High transition,"paste(CH[4], "" Agriculture"")",2060,29.127213310277106,Africa
High transition,"paste(CH[4], "" Agriculture"")",2060,21.13078959123681,China
High transition,"paste(CH[4], "" Agriculture"")",2060,16.59751895248242,Europe
High transition,"paste(CH[4], "" Agriculture"")",2060,49.44350202462427,South Asia
High transition,"paste(CH[4], "" Agriculture"")",2060,36.51534841419132,Latin America
High transition,"paste(CH[4], "" Agriculture"")",2060,3.0290259125117567,Middle East
High transition,"paste(CH[4], "" Agriculture"")",2060,15.262640609450505,North America
High transition,"paste(CH[4], "" Agriculture"")",2060,6.239841592562988,Pacific OECD
High transition,"paste(CH[4], "" Agriculture"")",2060,7.041721583434909,Reforming
High transition,"paste(CH[4], "" Agriculture"")",2060,19.638702983089207,Rest of Asia
High transition,"paste(N[2], ""O Agriculture"")",2060,17.084792205331727,Africa
High transition,"paste(N[2], ""O Agriculture"")",2060,17.748269216473293,China
High transition,"paste(N[2], ""O Agriculture"")",2060,10.500307404013828,Europe
High transition,"paste(N[2], ""O Agriculture"")",2060,16.941586418902723,South Asia
High transition,"paste(N[2], ""O Agriculture"")",2060,14.904722744187742,Latin America
High transition,"paste(N[2], ""O Agriculture"")",2060,2.8103908658406787,Middle East
High transition,"paste(N[2], ""O Agriculture"")",2060,19.530016766075814,North America
High transition,"paste(N[2], ""O Agriculture"")",2060,1.7953738109711181,Pacific OECD
High transition,"paste(N[2], ""O Agriculture"")",2060,4.351523615920772,Reforming
High transition,"paste(N[2], ""O Agriculture"")",2060,7.934150227713199,Rest of Asia
Low transition,"paste(CH[4], "" Agriculture"")",2060,29.585150380429297,Africa
Low transition,"paste(CH[4], "" Agriculture"")",2060,21.148656922445767,China
Low transition,"paste(CH[4], "" Agriculture"")",2060,16.294083034059675,Europe
Low transition,"paste(CH[4], "" Agriculture"")",2060,49.64306755808243,South Asia
Low transition,"paste(CH[4], "" Agriculture"")",2060,36.94356329323999,Latin America
Low transition,"paste(CH[4], "" Agriculture"")",2060,3.0685160000319636,Middle East
Low transition,"paste(CH[4], "" Agriculture"")",2060,14.77631447882911,North America
Low transition,"paste(CH[4], "" Agriculture"")",2060,6.131125316542611,Pacific OECD
Low transition,"paste(CH[4], "" Agriculture"")",2060,7.20163819933864,Reforming
Low transition,"paste(CH[4], "" Agriculture"")",2060,19.9357120385763,Rest of Asia
Low transition,"paste(N[2], ""O Agriculture"")",2060,17.447410960407993,Africa
Low transition,"paste(N[2], ""O Agriculture"")",2060,17.831292705133368,China
Low transition,"paste(N[2], ""O Agriculture"")",2060,10.111679740418042,Europe
Low transition,"paste(N[2], ""O Agriculture"")",2060,17.102054180640724,South Asia
Low transition,"paste(N[2], ""O Agriculture"")",2060,15.29086665713863,Latin America
Low transition,"paste(N[2], ""O Agriculture"")",2060,2.952017475435739,Middle East
Low transition,"paste(N[2], ""O Agriculture"")",2060,17.993375840699343,North America
Low transition,"paste(N[2], ""O Agriculture"")",2060,1.6271332827760665,Pacific OECD
Low transition,"paste(N[2], ""O Agriculture"")",2060,4.461787940620598,Reforming
Low transition,"paste(N[2], ""O Agriculture"")",2060,8.032572372709023,Rest of Asia
High productivity,"paste(CH[4], "" Agriculture"")",2060,29.50146645331521,Africa
High productivity,"paste(CH[4], "" Agriculture"")",2060,21.14214838577108,China
High productivity,"paste(CH[4], "" Agriculture"")",2060,16.55144097159254,Europe
High productivity,"paste(CH[4], "" Agriculture"")",2060,49.55834339881074,South Asia
High productivity,"paste(CH[4], "" Agriculture"")",2060,36.570107264973075,Latin America
High productivity,"paste(CH[4], "" Agriculture"")",2060,3.0628991884943564,Middle East
High productivity,"paste(CH[4], "" Agriculture"")",2060,14.98988284718932,North America
High productivity,"paste(CH[4], "" Agriculture"")",2060,6.08233542340267,Pacific OECD
High productivity,"paste(CH[4], "" Agriculture"")",2060,7.263014623836072,Reforming
High productivity,"paste(CH[4], "" Agriculture"")",2060,20.01665394719364,Rest of Asia
High productivity,"paste(N[2], ""O Agriculture"")",2060,17.398300088942747,Africa
High productivity,"paste(N[2], ""O Agriculture"")",2060,18.040134253685164,China
High productivity,"paste(N[2], ""O Agriculture"")",2060,10.400222330221231,Europe
High productivity,"paste(N[2], ""O Agriculture"")",2060,17.023336450895467,South Asia
High productivity,"paste(N[2], ""O Agriculture"")",2060,15.079345902270541,Latin America
High productivity,"paste(N[2], ""O Agriculture"")",2060,2.929867835539791,Middle East
High productivity,"paste(N[2], ""O Agriculture"")",2060,18.650887885074575,North America
High productivity,"paste(N[2], ""O Agriculture"")",2060,1.7367137339466023,Pacific OECD
High productivity,"paste(N[2], ""O Agriculture"")",2060,4.588642987512374,Reforming
High productivity,"paste(N[2], ""O Agriculture"")",2060,8.068310167227715,Rest of Asia
Low productivity,"paste(CH[4], "" Agriculture"")",2060,29.264326945690694,Africa
Low productivity,"paste(CH[4], "" Agriculture"")",2060,21.094171559767513,China
Low productivity,"paste(CH[4], "" Agriculture"")",2060,16.29543403150966,Europe
Low productivity,"paste(CH[4], "" Agriculture"")",2060,49.54297524043245,South Asia
